abstract,category
"We report on interferometric and radial-velocity observations of the double-lined 51-d period binary (A) component of the quadruple pre-main sequence (PMS) system V773 Tau. With these observations we have estimated preliminary visual and physical orbits of the V773 Tau A subsystem. Among other parameters, our orbit model includes an inclination of 66.0 $\pm$ 2.4 deg, and allows us to infer the component dynamical masses and system distance. In particular we find component masses of 1.54 $\pm$ 0.14 and 1.332 $\pm$ 0.097 M$_{\sun}$ for the Aa (primary) and Ab (secondary) components respectively.   Our modeling of the subsystem component spectral energy distributions finds temperatures and luminosities consistent with previous studies, and coupled with the component mass estimates allows for comparison with PMS stellar models in the intermediate-mass range. We compare V773 Tau A component properties with several popular solar-composition models for intermediate-mass PMS stars. All models predict masses consistent to within 2-sigma of the dynamically determined values, though some models predict values that are more consistent than others.",Physics
"The fluorescence detection of ultra high energy cosmic rays requires a detailed knowledge of the fluorescence light emission from nitrogen molecules over a wide range of atmospheric parameters, corresponding to altitudes typical of the cosmic ray shower development in the atmosphere. We have studied the temperature and humidity dependence of the fluorescence light spectrum excited by MeV electrons in air. Results for the 313.6 nm, 337.1 nm, 353.7 nm and 391.4 nm bands are reported in this paper. We found that the temperature and humidity dependence of the quenching process changes the fluorescence yield by a sizeable amount (up to 20%) and its effect must be included for a precise estimation of the energy of ultra high energy cosmic rays.",Physics
"We study the interaction of a low-mass planet with a protoplanetary disk with a realistic treatment of the energy balance by doing radiation-hydrodynamical simulations. We look at accretion and migration rates and compare them to isothermal studies. We used a three-dimensional version of the hydrodynamical method RODEO, together with radiative transport in the flux-limited diffusion approach. The accretion rate, as well as the torque on the planet, depend critically on the ability of the disk to cool efficiently. For densities appropriate to 5 AU in the solar nebula, the accretion rate drops by more than an order of magnitude compared to isothermal models, while at the same time the torque on the planet is positive, indicating outward migration. It is necessary to lower the density by a factor of 2 to recover inward migration and more than 2 orders of magnitude to recover the usual Type I migration. The torque appears to be proportional to the radial entropy gradient in the unperturbed disk. These findings are critical for the survival of protoplanets, and they should ultimately find their way into population synthesis models.",Physics
"The shear flow and the dielectric alpha-process in molecular glass formers is modeled in terms of local structural rearrangements which reverse a strong local shear. Using Eshelby's solution of the corresponding elasticity theory problem (J. D. Eshelby, Proc. Roy. Soc. A241, 376 (1957)), one can calculate the recoverable compliance and estimate the lifetime of the symmetric double-well potential characterizing such a structural rearrangement. A full modeling of the shear relaxation spectra requires an additional parametrization of the barrier density of these structural rearrangements. The dielectric relaxation spectrum can be described as a folding of these relaxations with the Debye process.",Physics
We consider a non-spherical colloidal particle immersed in a fluid close to its critical point. The temperature dependence of the corresponding order parameter profile is calculated explicitly. We perform a systematic expansion of the order parameter profile in powers of the local curvatures of the surface of the colloidal particle. This curvature expansion reduces to the short distance expansion of the order parameter profile in the case that the solvent is at the critical composition.,Physics
"The detection of exolife is one of the goals of very ambitious future space missions that aim to take direct images of Earth-like planets. While associations of simple molecules present in the planet's atmosphere ($O_2$, $O_3$, $CO_2$ etc.) have been identified as possible global biomarkers, we review here the detectability of a signature of life from the planet's surface, i.e. the green vegetation. The vegetation reflectance has indeed a specific spectrum, with a sharp edge around 700 nm, known as the ""Vegetation Red Edge"" (VRE). Moreover vegetation covers a large surface of emerged lands, from tropical evergreen forest to shrub tundra. Thus considering it as a potential global biomarker is relevant. Earthshine allows to observe the Earth as a distant planet, i.e. without spatial resolution. Since 2001, Earthshine observations have been used by several authors to test and quantify the detectability of the VRE in the Earth spectrum. The egetation spectral signature is detected as a small 'positive shift' of a few percents above the continuum, starting at 700 nm. This signature appears in most spectra, and its strength is correlated with the Earth's phase (visible land versus visible ocean). The observations show that detecting the VRE on Earth requires a photometric relative accuracy of 1% or better. Detecting something equivalent on an Earth-like planet will therefore remain challenging, moreover considering the possibility of mineral artifacts and the question of 'red edge' universality in the Universe.",Physics
"We demonstrate fully tunable single and double quantum dots in a one-dimensional hole system based on undoped Ge/Si core-shell nanowire heterostructures. The local hole density along the nanowire is controlled by applying voltages to five top gate electrodes with a periodicity of 80 nm, insulated from the wire by a 20 nm-thick HfO_2 dielectric film. Low-temperature transport measurements were used to investigate the magnetic field dependence of Coulomb blockade peaks in a single quantum dot and indicate a strongly anisotropic g-factor with |g_para| = 0.60 +/- 0.03 and |g_perp| < 0.12.",Physics
"Using scaled-particle theory for binary mixtures of two-dimensional hard particles with rotational freedom, we analyse the stability of nematic phases and the demixing phase behaviour of a variety of mixtures, focussing on cases where at least one of the components consists of hard rectangles or hard squares. A pure fluid of hard rectangles may exhibit, aside from the usual uniaxial nematic phase, an additional (tetratic) oriented phase, possessing two directors, which is the analogue of the biaxial or cubatic phases in three- dimensional fluids. There is computer simulation evidence that the tetratic phase might be stable with respect to phases with spatial order for rectangles with low aspect ratios. As hard rectangles are mixed with other particles not possessing stable tetratic order by themselves, the tetratic phase is destabilised, via a first- or second-order phase transition, to uniaxial nematic or isotropic phases; for hard rectangles of low aspect ratio tetratic order persists in a relatively large range of volume fractions. The order of these transitions depends on the particle geometry, dimensions and thermodynamic conditions of the mixture. The second component of the mixture has been chosen to be hard discs or disco-rectangles, the geometry of which is different from that of rectangles, leading to packing frustration and demixing behaviour, or simply rectangles of different aspect ratio. These mixtures may be good candidates for observing thermodynamically stable tetratic phases in monolayers of hard particles. Finally, demixing between fluid (isotropic--tetratic or tetratic--tetratic) phases is seen to occur in mixtures of hard squares of different sizes when the size ratio is sufficiently large.",Physics
"Many models of gamma-ray bursts suggest a common central engine: a black hole of several solar masses accreting matter from a disk at an accretion rate from 0.01 to 10 M_\sun / s. The inner region of the disk is cooled by neutrino emission and large amounts of its binding energy were liberated, which could trigger the fireball. We improve the neutrino-dominated accreting flows by considering the effects of the magnetic fields, and find that more than half of the liberating energy can be extracted directly by the large-scale magnetic fields on the disk. And it turns out that the temperature of the disk is a bit lower than the neutrino-dominated accreting flows without magnetic field. Therefore, The outflows are magneticallydominated rather than neutrino dominated. In our model, neutrino mechanism can fuel some GRBs (not the brightest ones), but cannot fuel X-ray flares. However, the magnetic processes (both BZ and electromagnetic luminosity from a disk) are viable mechanisms for most of GRBs and the following X-ray flares.",Physics
"Spin transport equations in a non-homogeneous ferromagnet are derived in the limit where the sd exchange coupling between the electrons in the conduction band and those in the d band is dominant. It is shown that spin diffusion in ferromagnets assumes a tensor form. The diagonal terms are renormalized with respect to that in normal metals and enhances the dissipation in the magnetic system while the off-diagonal terms renormalize the precessional frequency of the conduction electrons and enhances the non-adiabatic spin torque. To demonstrate the new physics in our theory, we show that self-consistent solutions of the spin diffusion equations and the Landau-Lifshitz equations in the presence of a current lead to a an increase in the terminal velocity of a domain wall which becomes strongly dependent on its width. We also provide a simplified equation that predicts damping due to the conduction electrons.",Physics
"State of the art nanomechanical resonators present quality factors Q ~ 10^3 - 10^5, which are much lower than those that can be naively extrapolated from the behavior of micromechanical resonators. We analyze the dissipation mechanism that arises in nanomechanical beam-structures due to the tunneling of mesoscopic phonons between the beam and its supports (known as clamping losses). We derive the environmental force spectral density that determines the quantum Brownian motion of a given resonance. Our treatment is valid for low frequencies and provides the leading contribution in the aspect ratio. This yields fundamental limits for the Q-values which are described by simple scaling laws and are relevant for state of the art experimental structures. In this context, for resonant frequencies in the 0.1-1GHz range, while this dissipation mechanism can limit flexural resonators it is found to be negligible for torsional ones. In the case of structureless 3D supports the corresponding environmental spectral densities are Ohmic for flexural resonators and super-Ohmic for torsional ones, while for 2D slab supports they yield 1/f noise. Furthermore analogous results are established for the case of suspended semiconducting single-walled carbon nanotubes. Finally, we provide a general expression for the spectral density that allows to extend our treatment to other geometries and illustrate its use by applying it to a microtoroid. Our analysis is relevant for applications in high precision measurements and for the prospects of probing quantum effects in a macroscopic mechanical degree of freedom.",Physics
"The success of new scientific areas can be assessed by their potential for contributing to new theoretical approaches and in applications to real-world problems. Complex networks have fared extremely well in both of these aspects, with their sound theoretical basis developed over the years and with a variety of applications. In this survey, we analyze the applications of complex networks to real-world problems and data, with emphasis in representation, analysis and modeling, after an introduction to the main concepts and models. A diversity of phenomena are surveyed, which may be classified into no less than 22 areas, providing a clear indication of the impact of the field of complex networks.",Physics
"We compare the performance of two alternative algorithms which aim to construct a force-free magnetic field given suitable boundary conditions. For this comparison, we have implemented both algorithms on the same finite element grid which uses Whitney forms to describe the fields within the grid cells. The additional use of conjugate gradient and multigrid iterations result in quite effective codes. The Grad-Rubin and Wheatland-Sturrock-Roumeliotis algorithms both perform well for the reconstruction of a known analytic force-free field. For more arbitrary boundary conditions the Wheatland-Sturrock-Roumeliotis approach has some difficulties because it requires overdetermined boundary information which may include inconsistencies. The Grad-Rubin code on the other hand loses convergence for strong current densities. For the example we have investigated, however, the maximum possible current density seems to be not far from the limit beyond which a force free field cannot exist anymore for a given normal magnetic field intensity on the boundary.",Physics
"We consider interaction effects in quantum point contacts on the first quantization plateau, taking into account all non momentum-conserving processes. We compute low-temperature linear and non-linear conductance, shot noise, and thermopower by perturbation theory, and show that they are consistent with experimental observations on the so-called ""0.7 anomaly"". The full temperature-dependent conductance is obtained from self-consistent second-order perturbation theory and approaches ~ e^2/h at higher temperatures, but still smaller than the Fermi temperature.",Physics
"Whithin the framework of the Planck satellite polarisation calibration, we present a study of the Crab Nebula spectral energy distribution (SED) over more than 6 decades in frequency ranging from 1 to $\rm 10^6 GHz$. The Planck satellite mission observes the sky from 30 to 857 GHz and therefore we focus on the millimetre region. We use radio and submillimetre data from the WMAP satellite between 23 and 94 GHz (from 13 to 3.18 mm) and from the Archeops balloon experiment between 143 (2.1 mm) and 545 GHz (0.55 mm), and a compendium of other Crab Nebula observations. The Crab SED is compared to models including three main components : synchrotron which is responsible for the emission at low and at high frequencies, dust which explains the excess of flux observed by the IRAS satellite and an extra component on the millimetre regime. From this analysis we conclude that the unpolarised emission of the Crab Nebula at microwave and millimetre wavelengths is the same synchrotron emission that the one observed in the radio domain. Therefore, we expect the millimetre emission of the Crab nebula to be polarised with the same degree of polarisation and orientation than the radio emission. We set upper limits on the possible errors induced by any millimetre extra component on the reconstruction of the degree and angle of polarisation at the percent level as a maximum. This result strongly supports the choice by the Planck collaboration of the Crab nebula emission for performing polarisation cross-checks in the range 30 (299 mm) to 353 GHz (0.849 mm).",Physics
We present Suzaku X-ray observations of the recurrent nova T CrB in quiescence. T CrB is the first recurrent nova to be detected in the hard-X-ray band (E ~ 40.0 keV) during quiescence. The X-ray spectrum is consistent with cooling-flow emission emanating from an optically thin region in the boundary layer of an accretion disk around the white dwarf. The detection of strong stochastic flux variations in the light curve supports the interpretation of the hard X-ray emission as emanating from a boundary layer.,Physics
"When averaged over large scales, star formation in galaxies is observed to follow the empirical Kennicutt-Schmidt (KS) law for surface densities above a constant threshold. While the observed law involves surface densities, theoretical models and simulations generally work with volume density laws (i.e. Schmidt laws). We derive analytic relations between star formation laws expressed in terms of surface densities, volume densities, and pressures and we show how these relations depend on parameters such as the effective equation of state of the multiphase interstellar medium. Our analytic relations enable us to implement observed surface density laws into simulations. Because the parameters of our prescription for star formation are observables, we are not free to tune them to match the observations. We test our theoretical framework using high-resolution simulations of isolated disc galaxies that assume an effective equation of state for the multiphase interstellar medium. We are able to reproduce the star formation threshold and both the slope and the normalisation of arbitrary input KS laws without tuning any parameters and with very little scatter, even for unstable galaxies and even if we use poor numerical resolution. Moreover, we can do so for arbitrary effective equations of state. Our prescription therefore enables simulations of galaxies to bypass our current inability to simulate the formation of stars. On the other hand, the fact that we can reproduce arbitrary input thresholds and KS laws, rather than just the particular ones picked out by nature, indicates that simulations that lack the physics and/or resolution to simulate the multiphase interstellar medium can only provide limited insight into the origin of the observed star formation laws.",Physics
"We present Spitzer/IRS mid-infrared spectra for 15 gravitationally lensed, 24 micron--selected galaxies, and combine the results with 4 additional very faint galaxies with IRS spectra in the literature. The median intrinsic 24 micron flux density of the sample is 130 microJy, enabling a systematic survey of the spectral properties of the very faint 24 micron sources that dominate the number counts of Spitzer cosmological surveys. Six of the 19 galaxy spectra (32%) show the strong mid-IR continuua expected of AGN; X-ray detections confirm the presence of AGN in three of these cases, and reveal AGNs in two other galaxies. These results suggest that nuclear accretion may contribute more flux to faint 24 micron--selected samples than previously assumed. Almost all the spectra show some aromatic (PAH) emission features; the measured aromatic flux ratios do not show evolution from z=0. In particular, the high S/N mid-IR spectrum of SMM J163554.2+661225 agrees remarkably well with low--redshift, lower--luminosity templates. We compare the rest-frame 8 micron and total infrared luminosities of star--forming galaxies, and find that the behavior of this ratio with total IR luminosity has evolved modestly from z=2 to z=0. Since the high aromatic--to--continuum flux ratios in these galaxies rule out a dominant contribution by AGN, this finding implies systematic evolution in the structure and/or metallicity of infrared sources with redshift. It also has implications for the estimates of star forming rates inferred from 24 micron measurements, in the sense that at z ~2, a given observed frame 24 micron luminosity corresponds to a lower bolometric luminosity than would be inferred from low-redshift templates of similar luminosity at the corresponding rest wavelength.",Physics
"We study the effect of an imposed magnetic field on the motion of charged dust particles in magnetically active regions of a protoplanetary disc. Assuming a power law structure for the vertical and the toroidal components of the magnetic field for the regions beyond magnetically dead region of the disc, the radial and the vertical velocities of the charged particles, in the asymptotic case of small particles, are calculated analytically. While grains with radii smaller than a critical radius significantly are affected by the magnetic force, motion of the particles with larger radii is independent of the magnetic field. The critical radius depends on the magnetic geometry and the charge of the grains. Assuming that a grain particle has one elementary charge and the physical properties of the disc correspond to a minimum-mass solar nebula, we show that only micron-sized grains are affected by the magnetic force. Also, charge polarity determines direction of the radial velocity. For such small particles, both the radial and the vertical velocities increase due to the magnetic force.",Physics
"We propose that the strong millisecond extragalactic radio burst (mERB) discovered by Lorimer et al. (2007) may be related to a hyperflare from an extragalactic soft gamma-ray repeater. The expected rate of such hyperflares, $\sim$ 20 - 100 d$^{-1}$ Gpc$^{-3}$, is in good correspondence with the value estimated by Lorimer et al. The possible mechanism of radio emission can be related to the tearing mode instability in the magnetar magnetosphere as discussed by Lyutikov (2002), and can produce the radio flux corresponding to the observed $\sim$ 30 Jy from the mERB using a simple scaling of the burst energy.",Physics
"Distribution and kinematics of molecular gas in the central region of the barred spiral galaxy Maffei 2 were investigated using a data set of 12CO(1-0), 12CO(2-1), CS(2-1) lines and 103 GHz continuum. We found that the offset ridges along the kpc-scale bar continue to the central spiral structure embedded in the weak oval structure which is regarded as x2 orbit in the bar potential. The spiral structure continues toward the center diverging from the oval structure. The size of these structures is less than R ~ 100 pc. The mass concentration within R = 35 pc is estimated to be 2 X 10^8 Mo. The high mass concentration is consistent with theoretical predictions concerning the creation of such a nuclear spiral structure. A comparison with the tracers of dense gas and star-forming region suggests that the dense molecular gas traced by CS(2-1) line is formed at the crossing points of x1 and x2 orbits and the star-forming region appears after 2 X 10^5 yr which is comparable with the free-fall time of the dense gas traced by the CS line (~ 10^5 cm^-3).",Physics
The absorption of electromagnetic radiation of an anisotropic quantum dot is theoretically investigated taking into account the processes associated with simultaneous scattering from ionized impurities. It is shown that the scattering of electrons by impurities leads to the resonance absorption even if we have only one impurity in the quantum dot. Explicit formula is derived for the absorption coefficient. The positions of the resonances peaks are found. The effects of external magnetic field on the resonance absorption are studied.,Physics
"A correlated random walk approach to diffusion is applied to the disordered nonoverlapping Lorentz gas. By invoking the Lu-Torquato theory for chord-length distributions in random media [J. Chem. Phys. 98, 6472 (1993)], an analytic expression for the diffusion constant in arbitrary number of dimensions d is obtained. The result corresponds to an Enskog-like correction to the Boltzmann prediction, being exact in the dilute limit, and better or nearly exact in comparison to renormalized kinetic theory predictions for all allowed densities in d=2,3. Extensive numerical simulations were also performed to elucidate the role of the approximations involved.",Physics
An approximation of the density of states for the Ising and Potts models based on the high- and low-temperature series are developed.,Physics
"In this work we use a sample of 318 radio-quiet quasars (RQQ) to investigate the dependence of the ratio of optical/UV flux to X-ray flux, alpha_ox, and the X-ray photon index, Gamma_X, on black hole mass, UV luminosity relative to Eddington, and X-ray luminosity relative to Eddington. Our sample is drawn from the SDSS, with X-ray data from ROSAT and Chandra, and optical data mostly from the SDSS; 153 of these sources have estimates of Gamma_X from Chandra. We estimate M_BH using standard estimates derived from the Hbeta, Mg II, and C IV broad emission lines. Our sample spans a broad range in black hole mass (10^6 < M_BH / M_Sun < 10^10) and redshift (z < 4.8). We find that alpha_ox increases with increasing M_BH and L_UV / L_Edd, and decreases with increasing L_X / L_Edd. In addition, we confirm the correlation seen in previous studies between Gamma_X and M_BH and both L_UV / L_Edd and L_X / L_Edd; however, we also find evidence that the dependence of Gamma_X of these quantities is not monotonic, changing sign at M_BH ~ 3 x 10^8 M_Sun. We argue that the alpha_ox correlations imply that the fraction of bolometric luminosity emitted by the accretion disk, as compared to the corona, increases with increasing accretion rate relative to Eddington. In addition, we argue that the Gamma_X trends are caused by a dependence of X-ray spectral index on accretion rate. We discuss our results within the context of accretion models with comptonizing corona, and discuss the implications of the alpha_ox correlations for quasar feedback. To date, this is the largest study of the dependence of RQQ X-ray parameters on black hole mass and related quantities, and the first to attempt to correct for the large statistical uncertainty in the broad line mass estimates.",Physics
"The behavior of the relative magnesium abundances in the thin-disk stars versus their orbital radii suggests that the star formation rate in the thin disk decreases with increasing Galactocentric distance, and there was no star formation for some time outside the solar circle while this process was continuous within the solar circle. The decrease in the star formation rate with increasing Galactocentric distance is responsible for the existence of a negative radial metallicity gradient in the thin disk. At the same time the relative magnesium abundance exhibits no radial gradient. It is in detail considered the influence of selective effects on the form of both age - metallicity and age - relative magnesium abundance diagrams. It is shown that the first several billion years of the formation of the thin disk interstellar medium in it was on the average sufficiently rich in heavy elements (<[Fe/H]> = -0.22), badly mixed (\sigma_[Fe/H] = 0.21), and the average relative magnesium abundance was comparatively high (<[Mg/Fe]> = 0.10). Approximately 5 billion years ago average metallicity began to systematically increase, and its dispersion and the average relative magnesium abundance - to decrease. These properties may be explained by an increase in star formation rate with the simultaneous intensification of the processes of mixing the interstellar medium in the thin disk, provoke possible by interaction the Galaxy with the completely massive by satellite galaxy.",Physics
"The physical characteristics of the Lyman-alpha forest cloud systems are combined with observations on the baryonic mass density of the Universe and constraints from primordial nucleosynthesis to set boundary conditions on the Intergalactic Medium (IGM) at the epoch of z=2.5. The Universe is considered a closed system and allowed to expand adiabatically from the epoch when QSOs first ionized the IGM (5 <= z_on <= 20). The average kinetic energy of a gas is calculated in the region where the gas transitions from relativistic to non-relativistic behavior. All of the above measurements are then used to determine the thermal history of the IGM in the redshift range 2.5 <= z <= z_on. The hot IGM is assumed to inverse Compton scatter photons from the Cosmic Microwave Background (CMBR) and consequently distort the CMBR as seen at the present epoch. The temperature of the IGM at z=2.5 and the epoch z_on are adjusted, within the constraints defined above, to give the best overall agreement with published data on the temperature of the IGM. We find that the model of the IGM proposed here does not grossly distort the CMBR, and in fact agrees quite closely with the preliminary results from the Cosmic Background Explorer (COBE) satellite. However, our model of the IGM cannot explain the observed cosmic x ray background.   This paper was originally written in 1990. It was never submitted for publication.",Physics
"Luminous X-ray outbursts with variability amplitudes as high as ~1000 have been detected from a small number of galactic nuclei. These events are likely associated with transient fueling of nuclear supermassive black holes. In this paper, we constrain X-ray outbursts with harder spectra, higher redshifts, and lower luminosities than have been studied previously. We performed a systematic survey of 24668 optical galaxies in the Chandra Deep Fields to search for such X-ray outbursts; the median redshift of these galaxies is ~0.8. The survey spans 798 days for the Chandra Deep Field-North, and 1828 days for the Chandra Deep Field-South. No outbursts were found, and thus we set upper limits on the rate of such events in the Universe, which depend upon the adopted outburst X-ray luminosity. For an outburst with X-ray luminosity $\ga 10^{43}$ ergs/s and a duration of 6 months, the upper limit on its event rate is ~10^{-4} /galaxy/yr, roughly consistent with theoretical predictions. Compared to previous survey results, our harder-band and deeper survey suggests that the outburst rate may increase by a maximum factor of 10 when considering both obscured X-ray outbursts and redshift evolution from z~0 to z~0.8. Our results also suggest that the X-ray luminosity function for moderate-luminosity active galactic nuclei is not primarily due to stellar tidal disruptions.",Physics
"Recent Spitzer observations have revealed a substantial population of z~2 ULIRGs with deep silicate absorption (\tau_{9.7}>1). This paper reports a 20cm radio study of such a sample to elucidate their physical nature. We discover that a substantial fraction (40%) of deep silicate absorption ULIRGs at z~2 are moderately radio-loud with L_{1.4GHz}=10^{25}--10^{26}WHz^{-1}. This is in strong contrast with z<1 radio galaxies and radio-loud quasars where none of the sources with available IRS spectra have \tau_{9.7}>1. In addition, we observe radio jets in two of our sources where one has a double lobe structure ~200kpc in extent, and another shows a one-sided jet extending ~90kpc from the nucleus. The likely high inclination of the latter, coupled with its deep silicate absorption, implies the mid-IR obscuration does not share an axis with the radio jets. These sources are highly obscured quasars, observed in the transition stage after the birth of the radio source, but before feedback effects dispel the ISM and halt the black hole accretion and starburst activity.",Physics
"Precise determinations of the chemical composition in early B-type stars consitute fundamental observational constraints on stellar and galactochemical evolution. Carbon is one of the most abundant metals in the Universe but analyses in early-type stars show inconclusive results, like large discrepancies between analyses of different lines in C II, a failure to establish the C II/III ionization balance and the derivation of systematically lower abundances than from other objects. We present a comprehensive and robust C II/III/IV model for non-LTE line-formation calculations based on carefully selected atomic data. The model is calibrated with high-S/N spectra of six apparently slow-rotating early B-type dwarfs and giants, which cover a wide parameter range and are randomly distributed in the solar neighbourhood. A self-consistent quantitative spectrum analysis is performed using an extensive iteration scheme to determine stellar atmospheric parameters and to select the appropriate atomic data used for the derivation of chemical abundances. We establish the carbon ionization balance for all sample stars based on a unique set of input atomic data, achieving consistency for all modelled lines. Highly accurate atmospheric parameters and a homogeneous carbon abundance with reduced systematic errors are derived. This results in a present-day stellar carbon abundance in the solar neighbourhood, which is in good agreement with recent determinations of the solar value and with the gas-phase abundance of the Orion H II region. The homogeneous present-day carbon abundance also conforms with predictions of chemical-evolution models for the Galaxy. The present approach allows us to constrain the effects of systematic errors on fundamental parameters and abundances. (abridged)",Physics
"Reducing the complexity of large systems described as complex networks is key to understand them and a crucial issue is to know which properties of the initial system are preserved in the reduced one. Here we use random walks to design a coarse-graining scheme for complex networks. By construction the coarse-graining preserves the slow modes of the walk, while reducing significantly the size and the complexity of the network. In this sense our coarse-graining allows to approximate large networks by smaller ones, keeping most of their relevant spectral properties.",Physics
"We use particle image velocimetry to measure the sedimentation dynamics of a semi-dilute suspension of non-Brownian spheres at Reynolds numbers, $0.001\le Re\le 2.3$, extending from the Stokes to the moderately inertial regime. We find that the onset of inertial corrections to Stokes sedimentation occurs when the inertial screening length $l=a/Re$ becomes similar to the Stokes sedimentation length $\xi_0$, at $Re_c= a/\xi_0\approx 0.05$. For $Re>Re_c$, inertial screening significantly reduces both the magnitude and spatial extent of the particle velocity fluctuations. A modified Hinch force balance model connects the fluctuation magnitudes $\sigma_V/V$ to the correlation sizes $\xi$.",Physics
"We have studied the temperature dependence of the photoemission spectra of Pr$_{1-x}$Ca$_x$MnO$_3$ (PCMO) with $x=0.25$, 0.3 and 0.5. For $x=0.3$ and 0.5, we observed a gap in the low-temperature CE-type charge-ordered (CO) phase and a pseudogap with a finite intensity at the Fermi level ($E_F$) in the high-temperature paramagnetic insulating (PI) phase. Within the CO phase, the spectral intensity near $E_F$ gradually increased with temperature. These observations are consistent with the results of Monte Carlo simulations on a model including charge ordering and ferromagnetic fluctuations [H. Aliaga {\it et al.} Phys. Rev. B {\bf 68}, 104405 (2003)]. For $x=0.25$, on the other hand, little temperature dependence was observed within the low-temperature ferromagnetic insulating (FI) phase and the intensity at $E_F$ remained low in the high-temperature PI phase. We attribute the difference in the temperature dependence near $E_F$ between the CO and FI phases to the different correlation lengths of orbital order between both phases. Furthermore, we observed a chemical potential shift with temperature due to the opening of the gap in the FI and CO phases. The doping dependent chemical potential shift was recovered at low temperatures, corresponding to the disappearance of the doping dependent change of the modulation wave vector. Spectral weight transfer with hole concentration was clearly observed at high temperatures but was suppressed at low temperatures. We attribute this observation to the fixed periodicity with hole doping in PCMO at low temperatures.",Physics
"We use optical tweezers to perform stretching experiments on DNA molecules when interacting with the drugs daunomycin and ethidium bromide, which intercalate the DNA molecule. These experiments are performed in the low-force regime from zero up to 2 pN. Our results show that the persistence length of the DNA-drug complexes increases strongly as the drug concentration increases up to some critical value. Above this critical value, the persistence length decreases abruptly and remains practically constant for larger drug concentrations. The contour length of the molecules increases monotonically and saturates as drugs concentration increases. Measured in- tercalants critical concentrations for the persistence length transition coincide with reported values for the helix-coil transition of DNA-drug complexes, obtained from sedimentation experiments.",Physics
"Ettore Majorana was a member of Enrico Fermi's research group in Rome, Italy. Fermi did regard Majorana as much brihter than himself as far as theoretical physics was concerned (more information can be found particularly in the arXives' e-print physics/9810023, in Italian, and refs therein, and also in the recent multilanguage arXiv:0708.2855v1 [physics.hist-ph]). In 1937 Majorana partecipated in the national Italian competition, for a chair in theoretical phyics, requested by Emilio Segre' at that time at Palermo University: Other competitors being GC.Wick, G.Racah, and G.Gentile jr. After a proposal of the judging Commette, chaired by E.Fermi, Majorana got a full-professorship at Naples University, for exceptional scientific merits, outside the competition normal procedures. In this e-print we make known the notes prepared by Majorana for his Inaugural Lecture (and discovered long ago, in 1973, by one of the present editors (ER)),together with some comments of ours: everything being both in English (first article) and in Italian (second article, with a short Bibliography at its end). The present articles have been prepared on the occasion of the Centenary (2006) of Majorana's birth. The preliminary notes for his Inaugural Lecture reveal Majorana's interest not only for scientific research, but also for the best didactical methods to be followed in order to teach classical and quantum physics in the most effective way (while his approach to Special Relativity is known to us from his lecture notes, published elesewhere). P.S.: Il Riassunto in Italiano appare all'inizio della versione italiana.",Physics
"We present deep, wide-field g and r photometry of the transition type dwarf galaxy Leo T, obtained with the blue arm of the Large Binocular Telescope. The data confirm the presence of both very young (<1 Gyr) as well as much older (>5 Gyr) stars. We study the structural properties of the old and young stellar populations by preferentially selecting either population based on their color and magnitude. The young population is significantly more concentrated than the old population, with half-light radii of 104+-8 and 148+-16 pc respectively, and their centers are slightly offset. Approximately 10% of the total stellar mass is estimated to be represented by the young stellar population. Comparison of the color-magnitude diagram (CMD) with theoretical isochrones as well as numerical CMD-fitting suggest that star formation began over 10 Gyr ago and continued in recent times until at least a few hundred Myr ago. The CMD-fitting results are indicative of two distinct star formation bursts, with a quiescent period around 3 Gyr ago, albeit at low significance. The results are consistent with no metallicity evolution and [Fe/H] ~ -1.5 over the entire age of the system. Finally, the data show little if any sign of tidal distortion of Leo T.",Physics
We present a detailed study of the spectral properties of a locally correlated site embedded in a BCS superconducting medium. To this end the Anderson impurity model with superconducting bath is analysed by numerical renormalisation group (NRG) calculations. We calculate one and two-particle dynamic response function to elucidate the spectral excitation and the nature of the ground state for different parameter regimes with and without particle-hole symmetry. The position and weight of the Andreev bound states is given for all relevant parameters. We also present phase diagrams for the different ground state parameter regimes. This work is also relevant for dynamical mean field theory extensions with superconducting symmetry breaking.,Physics
"In cold dark matter cosmological models, the first stars to form are believed to do so within small protogalaxies. We wish to understand how the evolution of these early protogalaxies changes once the gas forming them has been enriched with small quantities of heavy elements, which are produced and dispersed into the intergalactic medium by the first supernovae. Our initial conditions represent protogalaxies forming within a fossil H II region, a previously ionized region that has not yet had time to cool and recombine. We study the influence of low levels of metal enrichment on the cooling and collapse of ionized gas in small protogalactic halos using three-dimensional, smoothed particle hydrodynamics (SPH) simulations that incorporate the effects of the appropriate chemical and thermal processes. Our previous simulations demonstrated that for metallicities Z < 0.001 Z_sun, metal line cooling alters the density and temperature evolution of the gas by less than 1% compared to the metal-free case at densities below 1 cm-3) and temperatures above 2000 K. Here, we present the results of high-resolution simulations using particle splitting to improve resolution in regions of interest. These simulations allow us to address the question of whether there is a critical metallicity above which fine structure cooling from metals allows efficient fragmentation to occur, producing an initial mass function (IMF) resembling the local Salpeter IMF, rather than only high-mass stars.",Physics
